Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
University of Saskatchewan is one of the top 15 medical-doctoral and research intensive universities in Canada.,15,45,47,CARDINAL,
University of Saskatchewan is one of the top 15 medical-doctoral and research intensive universities in Canada.,Canada,104,110,GPE,
Illinois Institute of Technology is a school in Chicago.,Illinois Institute of Technology,0,32,ORG,
Illinois Institute of Technology is a school in Chicago.,Chicago,48,55,GPE,
"University of Louisville is a public university that offers bachelor’s, master’s, and doctorate degrees for students.",University of Louisville,0,24,ORG,
"Simon Fraser University is a public research university located in Burnaby, BC.",Simon Fraser University,0,23,ORG,
"Simon Fraser University is a public research university located in Burnaby, BC.",Burnaby,67,74,ORG,
"Simon Fraser University is a public research university located in Burnaby, BC.",BC,76,78,ORG,
"University of California, Los Angeles is a public research university offering a variety of academic programs.","University of California, Los Angeles",0,37,ORG,
CREATE-X is a Georgia Tech initiative and accelerator for students to launch successful startups.,Georgia Tech,14,26,ORG,
Caltech is a science and engineering research and education institution.,Caltech,0,7,ORG,
Director of the Lab for Advanced Cytometry (LAC) and the Sony Biotechnology Center at UCSF in the Department of Laboratory Medicine,the Sony Biotechnology Center at UCSF,53,90,ORG,
Director of the Lab for Advanced Cytometry (LAC) and the Sony Biotechnology Center at UCSF in the Department of Laboratory Medicine,the Department of Laboratory Medicine,94,131,ORG,
Babson College is a private business school focused on entrepreneurship education.,Babson College,0,14,ORG,
"Brown is an independent, coeducational Ivy League institution comprising undergraduate and graduate programs.",Brown,0,5,PERSON,
Corporate Finance Institute provides online training and education for finance and investment professionals.,Corporate Finance Institute,0,27,ORG,
"The University of Minnesota is a higher education institution located on five campuses in Minnesota, USA.",The University of Minnesota,0,27,ORG,
"The University of Minnesota is a higher education institution located on five campuses in Minnesota, USA.",five,73,77,CARDINAL,
"The University of Minnesota is a higher education institution located on five campuses in Minnesota, USA.",Minnesota,90,99,GPE,
"The University of Minnesota is a higher education institution located on five campuses in Minnesota, USA.",USA,101,104,GPE,
Miami Dade College is a school in Miami.,Miami Dade College,0,18,ORG,
Miami Dade College is a school in Miami.,Miami,34,39,GPE,
University of Arkansas for Medical Sciences is a school in Little Rock.,University of Arkansas for Medical Sciences,0,43,ORG,
University of Arkansas for Medical Sciences is a school in Little Rock.,Little Rock,59,70,GPE,
Technion - Israel Institute of Technology is a public research university.,Technion - Israel Institute of Technology,0,41,ORG,
The University of Maryland is a public research university and is the flagship institution of the University System of Maryland.,The University of Maryland,0,26,ORG,
The University of Maryland is a public research university and is the flagship institution of the University System of Maryland.,the University System of Maryland,94,127,ORG,
"The City College of New York, the flagship college of The City University of New York, is a comprehensive teaching,",The City College of New York,0,28,ORG,
"The City College of New York, the flagship college of The City University of New York, is a comprehensive teaching,",The City University of New York,54,85,ORG,
The University of Alberta is a public research university offering both undergraduate and graduate degree programs.,The University of Alberta,0,25,ORG,
An NPO and coding academy sourcing the sharpest minds from underserved communities in South Africa.,NPO,3,6,ORG,
An NPO and coding academy sourcing the sharpest minds from underserved communities in South Africa.,South Africa,86,98,GPE,
"University of Washington is an educational institution that provides undergraduate, graduate, and research programs.",University of Washington,0,24,ORG,
"Howard University is a federally chartered, private, coeducational, and nonsectarian university.",Howard University,0,17,ORG,
"Howard University is a federally chartered, private, coeducational, and nonsectarian university.",nonsectarian university,72,95,ORG,
"The University of Chicago is a university in Illinois, United States, home to many prominent alumni, including 89 Nobel laureates.",The University of Chicago,0,25,ORG,
"The University of Chicago is a university in Illinois, United States, home to many prominent alumni, including 89 Nobel laureates.",Illinois,45,53,GPE,
"The University of Chicago is a university in Illinois, United States, home to many prominent alumni, including 89 Nobel laureates.",United States,55,68,GPE,
"The University of Chicago is a university in Illinois, United States, home to many prominent alumni, including 89 Nobel laureates.",89,111,113,CARDINAL,
"The University of Chicago is a university in Illinois, United States, home to many prominent alumni, including 89 Nobel laureates.",Nobel,114,119,WORK_OF_ART,
The University of Cambridge is a public research university based in England.,The University of Cambridge,0,27,ORG,
The University of Cambridge is a public research university based in England.,England,69,76,GPE,
"Endeavor Schools is an education management company with a wide range of unique, highly regarded schools across the United States.",the United States,112,129,GPE,
University of Illinois Urbana-Champaign is a public research university focusing on public engagement and economic development.,University of Illinois Urbana-Champaign,0,39,ORG,
"New York University is a private research university that provides education in the arts and sciences, law, medicine, business, and others.",New York University,0,19,ORG,
Rice University is a private research university focused on providing undergraduate education services.,Rice University,0,15,ORG,
"Founded in 1769, Dartmouth is a member of the Ivy League and consistently ranks among the world's greatest academic institutions.",1769,11,15,DATE,
"Founded in 1769, Dartmouth is a member of the Ivy League and consistently ranks among the world's greatest academic institutions.",Dartmouth,17,26,ORG,
Case Western Reserve University is a research-oriented university.,Case Western Reserve University,0,31,ORG,
Wichita State University is a school.,Wichita State University,0,24,ORG,
"The University of Toronto is a public research university that offers programs in humanities, life Sciences, physical, and more.",The University of Toronto,0,25,ORG,
"The University of Toronto is a public research university that offers programs in humanities, life Sciences, physical, and more.",Sciences,99,107,ORG,
"The Ohio State University is a public research university based in Columbus, Ohio.",The Ohio State University,0,25,ORG,
"The Ohio State University is a public research university based in Columbus, Ohio.",Columbus,67,75,GPE,
"The Ohio State University is a public research university based in Columbus, Ohio.",Ohio,77,81,GPE,
"Wayne State University is a public research university located in Detroit, Michigan.",Wayne State University,0,22,ORG,
"Wayne State University is a public research university located in Detroit, Michigan.",Detroit,66,73,GPE,
"Wayne State University is a public research university located in Detroit, Michigan.",Michigan,75,83,GPE,
"Purdue's main campus is located in West Lafayette, Indiana.",Purdue,0,6,ORG,
"Purdue's main campus is located in West Lafayette, Indiana.",West Lafayette,35,49,GPE,
"Purdue's main campus is located in West Lafayette, Indiana.",Indiana,51,58,GPE,
Princeton University is a private Ivy League university.,Princeton University,0,20,ORG,
Northeastern University is an experiential and research university that offers a comprehensive range of undergraduate and graduate programs.,Northeastern University,0,23,ORG,
Johns Hopkins University is a research university that enrolls full and part-time students throughout nine academic divisions.,Johns Hopkins University,0,24,ORG,
Johns Hopkins University is a research university that enrolls full and part-time students throughout nine academic divisions.,nine,102,106,CARDINAL,
Cancer Prevention and Research Institute of Texas is a state agency that invests in cancer prevention and academic research.,Cancer Prevention and Research Institute of Texas,0,49,ORG,
Holberton School is a project-based alternative to college for the next generation of software engineers.,Holberton School,0,16,ORG,
"Drexel University is a private research university with three campuses in Philadelphia, Pennsylvania and one in Sacramento, California.",Drexel University,0,17,ORG,
"Drexel University is a private research university with three campuses in Philadelphia, Pennsylvania and one in Sacramento, California.",three,56,61,CARDINAL,
"Drexel University is a private research university with three campuses in Philadelphia, Pennsylvania and one in Sacramento, California.",Philadelphia,74,86,GPE,
"Drexel University is a private research university with three campuses in Philadelphia, Pennsylvania and one in Sacramento, California.",Pennsylvania,88,100,GPE,
"Drexel University is a private research university with three campuses in Philadelphia, Pennsylvania and one in Sacramento, California.",one,105,108,CARDINAL,
"Drexel University is a private research university with three campuses in Philadelphia, Pennsylvania and one in Sacramento, California.",Sacramento,112,122,GPE,
"Drexel University is a private research university with three campuses in Philadelphia, Pennsylvania and one in Sacramento, California.",California,124,134,GPE,
"University of Arizona is a public research university that offers bachelor’s, master’s, doctoral, and professional degree courses.",University of Arizona,0,21,ORG,
Quantic School of Business and Technology is a global graduate school offering a free MBA and a radically affordable Executive MBA.,Quantic School of Business and Technology,0,41,ORG,
Quantic School of Business and Technology is a global graduate school offering a free MBA and a radically affordable Executive MBA.,MBA,86,89,WORK_OF_ART,
Quantic School of Business and Technology is a global graduate school offering a free MBA and a radically affordable Executive MBA.,Executive,117,126,ORG,
"University of Essex is a bunch of risk-takers and opinion-makers, stereotype-breakers and world-shakers.",University of Essex,0,19,ORG,
ISB is a not-for-profit organisation who runs Post Graduate Programme in Management.,ISB,0,3,ORG,
ISB is a not-for-profit organisation who runs Post Graduate Programme in Management.,Post Graduate Programme in Management,46,83,ORG,
Emory University is an institute of higher learning and a private research university.,Emory University,0,16,ORG,
Kellogg School of Management is a business school sharing a commitment to a diverse and inclusive community.,Kellogg School of Management,0,28,ORG,
The Scripps Research Institute is a non-profit organization focused on researching the biomedical sciences to treat various diseases.,The Scripps Research Institute,0,30,ORG,
Wharton School of the University of Pennsylvania is a business school driven to create economic and social value.,Wharton School of the University of Pennsylvania,0,48,ORG,
Weill Cornell Medicine is an academic medical institution that offers health care services.,Weill Cornell Medicine,0,22,ORG,
"Singularity University is a benefit corporation that provides educational programs, innovative partnerships, and a startup accelerator.",Singularity University,0,22,ORG,
Digital marketing and social medial courses and certification.,Digital,0,7,ORG,
"St. George's University is a center of international medical, veterinary and liberal arts education.",St. George's University,0,23,ORG,
"King's College London is dedicated to the advancement of knowledge, learning and understanding in the service of society.",King's College London,0,21,ORG,
"University of Tennessee Health Science Center provides education, research, scientific discovery, clinical care, and public services.",University of Tennessee Health Science Center,0,45,ORG,
Indian Institute of Technology Madras is a residential institute focusing on basic and applied research of technology.,Indian Institute of Technology Madras,0,37,ORG,
Medical College of Wisconsin is a school in Milwaukee.,Medical College of Wisconsin,0,28,ORG,
Medical College of Wisconsin is a school in Milwaukee.,Milwaukee,44,53,GPE,
"University of Notre Dame provides a distinctive voice in higher education that is at once rigorously intellectual, unapologetically.",University of Notre Dame,0,24,ORG,
Arizona State University is a top-ranked research university in the greater Phoenix metropolitan area.,Arizona State University,0,24,ORG,
Arizona State University is a top-ranked research university in the greater Phoenix metropolitan area.,Phoenix,76,83,GPE,
The University of Pennsylvania is an American private Ivy League Research University that excels in producing future leaders.,The University of Pennsylvania,0,30,ORG,
The University of Pennsylvania is an American private Ivy League Research University that excels in producing future leaders.,American,37,45,NORP,
The University of Pennsylvania is an American private Ivy League Research University that excels in producing future leaders.,Ivy League Research University,54,84,ORG,
"African Leadership Academy (ALA) seeks to transform Africa by developing a powerful network of over 6,000 leaders.",African Leadership Academy,0,26,ORG,
"African Leadership Academy (ALA) seeks to transform Africa by developing a powerful network of over 6,000 leaders.",ALA,28,31,ORG,
"African Leadership Academy (ALA) seeks to transform Africa by developing a powerful network of over 6,000 leaders.",Africa,52,58,LOC,
"African Leadership Academy (ALA) seeks to transform Africa by developing a powerful network of over 6,000 leaders.","over 6,000",95,105,CARDINAL,
North Carolina State University is an educational institution that offers graduate and undergraduate programs.,North Carolina State University,0,31,ORG,
"Learn, Study and Research in UCC",Study and Research,7,25,ORG,
"Learn, Study and Research in UCC",UCC,29,32,ORG,
Jesuit University in Silicon Valley,Jesuit University in,0,20,ORG,
Jesuit University in Silicon Valley,Silicon Valley,21,35,LOC,
"University of Texas is an educational institution that provides undergraduate, graduate, and research programs.",University of Texas,0,19,ORG,
London School of Economics and Political Science is one of the foremost social science universities in the world.,London School of Economics and Political Science,0,48,ORG,
"University of Iowa is a public research university that offers undergraduate, graduate, and professional academic programs.",University of Iowa,0,18,ORG,
Chaminade University of Honolulu is a school in Honolulu.,Honolulu,48,56,GPE,
McGill University is a public research university that offers 300 programs of study.,McGill University,0,17,ORG,
McGill University is a public research university that offers 300 programs of study.,300,62,65,CARDINAL,
"Harvard Medical School is a medical education and scientific research institution focused on education, research, clinical care and service.",Harvard Medical School,0,22,ORG,
The Technical University of Munich (TUM) is one of Europe's leading universities.,The Technical University of Munich,0,34,ORG,
The Technical University of Munich (TUM) is one of Europe's leading universities.,TUM,36,39,ORG,
The Technical University of Munich (TUM) is one of Europe's leading universities.,Europe,51,57,LOC,
Florida State University is an American public space-grant and sea-grant research uivnersity.,Florida State University,0,24,ORG,
Florida State University is an American public space-grant and sea-grant research uivnersity.,American,31,39,NORP,
Birmingham City University is a school.,Birmingham City University,0,26,ORG,
California State University is a public university system in California,California State University,0,27,ORG,
California State University is a public university system in California,California,61,71,GPE,
Florida International University is an American metropolitan public research university located in Greater Miami.,Florida International University,0,32,ORG,
Florida International University is an American metropolitan public research university located in Greater Miami.,American,39,47,NORP,
Florida International University is an American metropolitan public research university located in Greater Miami.,Greater Miami,99,112,GPE,
Albert Einstein College of Medicine offers one of the nation’s largest programs for medical education.,Albert Einstein College of Medicine,0,35,ORG,
Albert Einstein College of Medicine offers one of the nation’s largest programs for medical education.,one,43,46,CARDINAL,
"Texas A&amp;M University is a coeducational public research university located in College Station, Texas.",Texas A&amp;M University,0,24,ORG,
"Texas A&amp;M University is a coeducational public research university located in College Station, Texas.",College Station,82,97,FAC,
"Texas A&amp;M University is a coeducational public research university located in College Station, Texas.",Texas,99,104,GPE,
"University of Virginia is an educational institution that offers undergraduate, graduate, postgraduate, and professional degree programs.",University of Virginia,0,22,ORG,
Vanderbilt University is a private research university offering various learning programs.,Vanderbilt University,0,21,ORG,
University of St. Gallen is a research university and considered among the world's leading business schools.,University of St. Gallen,0,24,ORG,
Southwest Research Institute is an independent organization benefiting the government and others through innovative science and more.,Southwest Research Institute,0,28,ORG,
Rutgers University is an institution for higher education for doctoral and professional degree programs.,Rutgers University,0,18,ORG,
"Kansas State University, commonly shortened to Kansas State or K-State, is a public research university.",Kansas State University,0,23,ORG,
"Kansas State University, commonly shortened to Kansas State or K-State, is a public research university.",Kansas State,47,59,ORG,
"Kansas State University, commonly shortened to Kansas State or K-State, is a public research university.",K-State,63,70,ORG,
"Tel Aviv University offers higher education courses and research facilities in the fields of sciences, humanities, and the arts.",Tel Aviv University,0,19,ORG,
SMU is a distinguished center for teaching and research located near the heart of Dallas.,SMU,0,3,ORG,
SMU is a distinguished center for teaching and research located near the heart of Dallas.,Dallas,82,88,GPE,
"North Carolina Agricultural and Technical State University is a public, land-grant, doctoral higher research university.",North Carolina Agricultural and Technical State University,0,58,ORG,
University of Florida offers a range of degree programs ranging from associate to doctoral and professional degrees in the various fields.,University of Florida,0,21,ORG,
Mila gathers a community of AI researchers in Montreal; and is a partnership between the Université de Montréal and McGill University,AI,28,30,ORG,
Mila gathers a community of AI researchers in Montreal; and is a partnership between the Université de Montréal and McGill University,Montreal,46,54,GPE,
Mila gathers a community of AI researchers in Montreal; and is a partnership between the Université de Montréal and McGill University,the Université de Montréal,85,111,FAC,
Mila gathers a community of AI researchers in Montreal; and is a partnership between the Université de Montréal and McGill University,McGill University,116,133,ORG,
"Virginia Tech solves complex problems, pushing boundaries, serving others, &amp; reimagining education &amp; technology.",Virginia Tech,0,13,ORG,
"Virginia Tech solves complex problems, pushing boundaries, serving others, &amp; reimagining education &amp; technology.",education &amp,93,107,ORG,
MIT Media Lab creates disruptive technologies pioneering in wearable and affective computing and tangible interfaces.,MIT Media Lab,0,13,ORG,
Washington University School of Medicine is the medical school of Washington University in St. Louis.,Washington University School of Medicine,0,40,ORG,
Washington University School of Medicine is the medical school of Washington University in St. Louis.,Washington University,66,87,ORG,
Washington University School of Medicine is the medical school of Washington University in St. Louis.,St. Louis,91,100,GPE,
"Florida Atlantic University is a public university located in Boca Raton, Florida",Florida Atlantic University,0,27,ORG,
"Florida Atlantic University is a public university located in Boca Raton, Florida",Boca Raton,62,72,GPE,
"Florida Atlantic University is a public university located in Boca Raton, Florida",Florida,74,81,GPE,
Indiana University is a public research-intensive university that focuses on liberal arts and sciences.,Indiana University,0,18,ORG,
The University of Texas at Austin is a public research university providing public access to education and tools of discovery.,The University of Texas,0,23,ORG,
The University of Texas at Austin is a public research university providing public access to education and tools of discovery.,Austin,27,33,GPE,
"Imperial College London is a university with a mission to benefit society through excellence in science, engineering, medicine and business.",Imperial College London,0,23,ORG,
"Curtin University is a public university based in Perth, Western Australia.",Curtin University,0,17,ORG,
"Curtin University is a public university based in Perth, Western Australia.",Perth,50,55,GPE,
"Curtin University is a public university based in Perth, Western Australia.",Western Australia,57,74,LOC,
"iXperience is an intensive summer study/intern abroad program that offers 6-week for-credit courses in Lisbon, Cape Town, Tel Aviv, Berlin.",iXperience,0,10,ORG,
"iXperience is an intensive summer study/intern abroad program that offers 6-week for-credit courses in Lisbon, Cape Town, Tel Aviv, Berlin.",summer,27,33,DATE,
"iXperience is an intensive summer study/intern abroad program that offers 6-week for-credit courses in Lisbon, Cape Town, Tel Aviv, Berlin.",6-week,74,80,DATE,
"iXperience is an intensive summer study/intern abroad program that offers 6-week for-credit courses in Lisbon, Cape Town, Tel Aviv, Berlin.",Lisbon,103,109,GPE,
"iXperience is an intensive summer study/intern abroad program that offers 6-week for-credit courses in Lisbon, Cape Town, Tel Aviv, Berlin.",Cape Town,111,120,LOC,
"iXperience is an intensive summer study/intern abroad program that offers 6-week for-credit courses in Lisbon, Cape Town, Tel Aviv, Berlin.",Tel Aviv,122,130,GPE,
"iXperience is an intensive summer study/intern abroad program that offers 6-week for-credit courses in Lisbon, Cape Town, Tel Aviv, Berlin.",Berlin,132,138,GPE,
"University of Western Ontario is a public research university locate din London, Ontario, Canada",University of Western Ontario,0,29,ORG,
"University of Western Ontario is a public research university locate din London, Ontario, Canada",London,73,79,GPE,
"University of Western Ontario is a public research university locate din London, Ontario, Canada",Ontario,81,88,GPE,
"University of Western Ontario is a public research university locate din London, Ontario, Canada",Canada,90,96,GPE,
University of North Carolina at Chapel Hill is the nation’s first public university.,University of North Carolina,0,28,ORG,
University of North Carolina at Chapel Hill is the nation’s first public university.,Chapel Hill,32,43,LOC,
"Linux Academy provides training, hands-on labs, and certification courses for Linux, AWS, Azure, Google, DevOps, Big Data, and Containers.",Linux Academy,0,13,ORG,
"Linux Academy provides training, hands-on labs, and certification courses for Linux, AWS, Azure, Google, DevOps, Big Data, and Containers.","Linux, AWS,",78,89,ORG,
"Linux Academy provides training, hands-on labs, and certification courses for Linux, AWS, Azure, Google, DevOps, Big Data, and Containers.",Google,97,103,ORG,
"Linux Academy provides training, hands-on labs, and certification courses for Linux, AWS, Azure, Google, DevOps, Big Data, and Containers.",DevOps,105,111,ORG,
"Linux Academy provides training, hands-on labs, and certification courses for Linux, AWS, Azure, Google, DevOps, Big Data, and Containers.",Big Data,113,121,ORG,
"Linux Academy provides training, hands-on labs, and certification courses for Linux, AWS, Azure, Google, DevOps, Big Data, and Containers.",Containers,127,137,ORG,
"Salk Institute for Biological Studies conducts research on molecular biology and genetics, neurosciences, and plant biology.",Salk Institute for Biological Studies,0,37,ORG,
"Boston University is an international, comprehensive, private research university, committed to educating students.",Boston University,0,17,ORG,
Johns Hopkins University School of Medicine provides training and education in medical disciplines.,Johns Hopkins University School of Medicine,0,43,ORG,
"Tulane University is an independent research university offering degree programs, from liberal arts to tropical medicine.",Tulane University,0,17,ORG,
"Vitamina es una red de Salas cuna y Jardines Infantiles de Chile, con 10 años de trayectoria",10,70,72,CARDINAL,
Trinity College is a research university and the sole constituent college of the University of Dublin in Ireland.,Trinity College,0,15,ORG,
Trinity College is a research university and the sole constituent college of the University of Dublin in Ireland.,the University of Dublin,77,101,ORG,
Trinity College is a research university and the sole constituent college of the University of Dublin in Ireland.,Ireland,105,112,GPE,
Allen Institute is a non-profit medical research organization that shares data and knowledge with scientists around the world.,Allen Institute,0,15,PERSON,
"Stanford University is a teaching and research university that focuses on graduate programs in law, medicine, education, and business.",Stanford University,0,19,ORG,
University of Waterloo is a public research university that operates colleges which offer undergraduate and graduate programs.,University of Waterloo,0,22,ORG,
The University of Kentucky will be one of the nation's 20 best public research universities.,The University of Kentucky,0,26,ORG,
The University of Kentucky will be one of the nation's 20 best public research universities.,20,55,57,CARDINAL,
"Washington University’s mission is to discover and disseminate knowledge, and protect the freedom of inquiry through research, teaching.",Washington University’s,0,23,ORG,
"The Pennsylvania State University is a public, state-related research university with campuses and facilities throughout Pennsylvania.",The Pennsylvania State University,0,33,ORG,
"The Pennsylvania State University is a public, state-related research university with campuses and facilities throughout Pennsylvania.",Pennsylvania,121,133,GPE,
ALU is pioneering a fresh approach to higher education in the 21st century,the 21st century,58,74,DATE,
"University of Pittsburgh is&nbsp;a state research university providing undergraduate, graduate,&nbsp;and other&nbsp;educational services.",University of Pittsburgh,0,24,ORG,
"University College Dublin is a research university located in Dublin, Ireland.",University College Dublin,0,25,ORG,
"University College Dublin is a research university located in Dublin, Ireland.",Dublin,62,68,GPE,
"University College Dublin is a research university located in Dublin, Ireland.",Ireland,70,77,GPE,
"Swinburne University of Technology is an Australian public university located in Melbourne, Australia.",Swinburne University of Technology,0,34,ORG,
"Swinburne University of Technology is an Australian public university located in Melbourne, Australia.",Australian,41,51,NORP,
"Swinburne University of Technology is an Australian public university located in Melbourne, Australia.",Melbourne,81,90,GPE,
"Swinburne University of Technology is an Australian public university located in Melbourne, Australia.",Australia,92,101,GPE,
George Washington University is a co-educational research university that provides higher education services.,George Washington University,0,28,ORG,
Michigan State University has been working to advance the common good in uncommon ways for more than 150 years.,Michigan State University,0,25,ORG,
Michigan State University has been working to advance the common good in uncommon ways for more than 150 years.,more than 150 years,91,110,DATE,
University of Phoenix is a higher learning education institute that provides both online and classroom tutoring platforms.,University of Phoenix,0,21,ORG,
New Jersey Institute of Technology is a school in Newark.,New Jersey Institute of Technology,0,34,ORG,
New Jersey Institute of Technology is a school in Newark.,Newark,50,56,GPE,
"The University of Texas at San Antonio is a state research university in San Antonio, Texas, United States.",The University of Texas,0,23,ORG,
"The University of Texas at San Antonio is a state research university in San Antonio, Texas, United States.",San Antonio,27,38,GPE,
"The University of Texas at San Antonio is a state research university in San Antonio, Texas, United States.",San Antonio,73,84,GPE,
"The University of Texas at San Antonio is a state research university in San Antonio, Texas, United States.",Texas,86,91,GPE,
"The University of Texas at San Antonio is a state research university in San Antonio, Texas, United States.",United States,93,106,GPE,
"UNICAF is the leading online platform in sub-saharan Africa offering quality higher education degrees with UK, US and European universities",UNICAF,0,6,ORG,
"UNICAF is the leading online platform in sub-saharan Africa offering quality higher education degrees with UK, US and European universities",Africa,53,59,LOC,
"UNICAF is the leading online platform in sub-saharan Africa offering quality higher education degrees with UK, US and European universities",UK,107,109,GPE,
"UNICAF is the leading online platform in sub-saharan Africa offering quality higher education degrees with UK, US and European universities",US,111,113,GPE,
"UNICAF is the leading online platform in sub-saharan Africa offering quality higher education degrees with UK, US and European universities",European,118,126,NORP,
Stellenbosch University is one of the four top research universities in South Africa.,Stellenbosch University,0,23,ORG,
Stellenbosch University is one of the four top research universities in South Africa.,one,27,30,CARDINAL,
Stellenbosch University is one of the four top research universities in South Africa.,four,38,42,CARDINAL,
Stellenbosch University is one of the four top research universities in South Africa.,South Africa,72,84,GPE,
The University of Hawaiʻi Foundation was established in 1955 to encourage private support for the University of Hawaiʻi.,The University of Hawaiʻi Foundation,0,36,ORG,
The University of Hawaiʻi Foundation was established in 1955 to encourage private support for the University of Hawaiʻi.,1955,56,60,DATE,
The University of Hawaiʻi Foundation was established in 1955 to encourage private support for the University of Hawaiʻi.,the University of Hawaiʻi,94,119,ORG,
"Dallas College is a community college that provides higher education, technical and vocational degrees that help in workforce development.",Dallas College,0,14,ORG,
Stevens Institute of Technology is a private research university that offers educational programs.,Stevens Institute of Technology,0,31,ORG,
Lund University is the strongest research university in Sweden and ranked among the world’s top 100 universities.,Lund University,0,15,ORG,
Lund University is the strongest research university in Sweden and ranked among the world’s top 100 universities.,Sweden,56,62,GPE,
Lund University is the strongest research university in Sweden and ranked among the world’s top 100 universities.,100,96,99,CARDINAL,
The University of Chicago Booth School of Business provides full-time MBA courses.,The University of Chicago Booth School of Business,0,50,ORG,
Columbia University is one of the centers of research and a distinctive and distinguished learning environment.,Columbia University,0,19,ORG,
Columbia University is one of the centers of research and a distinctive and distinguished learning environment.,one,23,26,CARDINAL,
"UB is a premier, research-intensive public university and a member of the Association of American Universities",UB,0,2,ORG,
"UB is a premier, research-intensive public university and a member of the Association of American Universities",the Association of American Universities,70,110,ORG,
"Syracuse University, founded in 1870 and comprised of 13 schools and colleges, is a private research university in the heart of New York.",Syracuse University,0,19,ORG,
"Syracuse University, founded in 1870 and comprised of 13 schools and colleges, is a private research university in the heart of New York.",1870,32,36,DATE,
"Syracuse University, founded in 1870 and comprised of 13 schools and colleges, is a private research university in the heart of New York.",13,54,56,CARDINAL,
"Syracuse University, founded in 1870 and comprised of 13 schools and colleges, is a private research university in the heart of New York.",New York,128,136,GPE,
Cranfield University is a postgraduate university that is a global leader for education and transformational research in technology,Cranfield University,0,20,ORG,
"EarlyBird is transforming lives through early detection of literacy challenges, including predicting risk for dyslexia",EarlyBird,0,9,ORG,
"Ulster University is an educational institution that provides undergraduate, postgraduate, and research programs.",Ulster University,0,17,ORG,
"Aim to design a new world of proteins to address 21st century challenges in medicine, energy, and technology.",21st century,49,61,DATE,
Georgetown University is an academic and research institution.,Georgetown University,0,21,ORG,
"Washington State University is a school in Pullman, Washington.",Washington State University,0,27,ORG,
"Washington State University is a school in Pullman, Washington.",Pullman,43,50,GPE,
"Washington State University is a school in Pullman, Washington.",Washington,52,62,GPE,
"Clark Atlanta University is private, urban, coeducational institution of higher education with a predominantly African-American heritage.",Clark Atlanta University,0,24,ORG,
"Clark Atlanta University is private, urban, coeducational institution of higher education with a predominantly African-American heritage.",African-American,111,127,NORP,
"UMMS was founded in 1962 to provide affordable, high-quality medical education to state residents and to increase the number of primary",1962,20,24,DATE,
"University of Missouri, Columbia is a research university.",University of Missouri,0,22,ORG,
"University of Missouri, Columbia is a research university.",Columbia,24,32,ORG,
"The Ivey Business School is a provider of degree programs and executive development with campuses in London, Toronto and Hong Kong.",The Ivey Business School,0,24,ORG,
"The Ivey Business School is a provider of degree programs and executive development with campuses in London, Toronto and Hong Kong.",London,101,107,GPE,
"The Ivey Business School is a provider of degree programs and executive development with campuses in London, Toronto and Hong Kong.",Toronto,109,116,GPE,
"The Ivey Business School is a provider of degree programs and executive development with campuses in London, Toronto and Hong Kong.",Hong Kong,121,130,GPE,
