Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
Hero Cosmetics is a cosmetics company that manufactures and offers skincare products.,Hero Cosmetics,0,14,PERSON,
TOC is an identity verification and biometric signature company.,TOC,0,3,ORG,
"AirKinetics specializes in regulatory and compliance testing, CEMS testing, engineering and diagnostics testing, and ambient air monitoring.",AirKinetics,0,11,ORG,
"Säkra is one of Sweden's largest independent chains in insurance mediation, fund placement and financial advice.",Säkra,0,5,PERSON,
"Säkra is one of Sweden's largest independent chains in insurance mediation, fund placement and financial advice.",one,9,12,CARDINAL,
"Säkra is one of Sweden's largest independent chains in insurance mediation, fund placement and financial advice.",Sweden,16,22,GPE,
Austin based SEO firm JKD was founded by Jimmy Kelley who is among the primary and best known search engine experts there is.,Austin,0,6,PERSON,
Austin based SEO firm JKD was founded by Jimmy Kelley who is among the primary and best known search engine experts there is.,SEO,13,16,ORG,
Austin based SEO firm JKD was founded by Jimmy Kelley who is among the primary and best known search engine experts there is.,JKD,22,25,ORG,
Austin based SEO firm JKD was founded by Jimmy Kelley who is among the primary and best known search engine experts there is.,Jimmy Kelley,41,53,PERSON,
VoicePort creates customizable interactive voice response systems utilizing advanced speech recognition technology.,VoicePort,0,9,PRODUCT,
"Gate Academy provides education to the preparation of entrance exams for GATE/SSC-JE/ESE, etc in India through online and offline modes.",Gate Academy,0,12,ORG,
"Gate Academy provides education to the preparation of entrance exams for GATE/SSC-JE/ESE, etc in India through online and offline modes.",GATE/SSC-JE/ESE,73,88,ORG,
"Gate Academy provides education to the preparation of entrance exams for GATE/SSC-JE/ESE, etc in India through online and offline modes.",India,97,102,GPE,
MM France manufactures and supplies anatomical pathology products and offers services for laboratories across France.,France,3,9,GPE,
MM France manufactures and supplies anatomical pathology products and offers services for laboratories across France.,France,110,116,GPE,
"We are creators of the Hygronet, RDL//nano and RDL Web products and suppliers of MSR and other vibration data acquisition and analysis",Hygronet,23,31,PRODUCT,
"We are creators of the Hygronet, RDL//nano and RDL Web products and suppliers of MSR and other vibration data acquisition and analysis",MSR,81,84,ORG,
Schola is an EdTech company that delivers a variety of courses and programs designed specifically for kids.,Schola,0,6,ORG,
Schola is an EdTech company that delivers a variety of courses and programs designed specifically for kids.,EdTech,13,19,ORG,
"Rahi Systems is a Global Enterprise IT Solutions Provider. We help customers with Data Center Solutions, Campus IT, Audio / Video Services.",Rahi Systems,0,12,ORG,
"Rahi Systems is a Global Enterprise IT Solutions Provider. We help customers with Data Center Solutions, Campus IT, Audio / Video Services.",a Global Enterprise IT Solutions Provider,16,57,WORK_OF_ART,
"Rahi Systems is a Global Enterprise IT Solutions Provider. We help customers with Data Center Solutions, Campus IT, Audio / Video Services.",Data Center Solutions,82,103,ORG,
"Rahi Systems is a Global Enterprise IT Solutions Provider. We help customers with Data Center Solutions, Campus IT, Audio / Video Services.",Audio / Video Services,116,138,ORG,
AMLP Financial Planning provides a full service in both investment and pension planning for clients.,AMLP Financial Planning,0,23,ORG,
EXB Solutions is a computer software company offering software engineering and Q&amp;A testing software solutions.,EXB Solutions,0,13,ORG,
EXB Solutions is a computer software company offering software engineering and Q&amp;A testing software solutions.,Q&amp;A,79,86,PERSON,
A leading provider of cloud-based recruiting and talent management software platforms for hourly and decentralized workers across,hourly,90,96,TIME,
"LifeWorks unifies employee engagement with unrivalled EAP &amp; Wellness programs, Perks, Social Communication &amp; Recognition.",LifeWorks,0,9,PRODUCT,
"LifeWorks unifies employee engagement with unrivalled EAP &amp; Wellness programs, Perks, Social Communication &amp; Recognition.",EAP &,54,59,ORG,
"LifeWorks unifies employee engagement with unrivalled EAP &amp; Wellness programs, Perks, Social Communication &amp; Recognition.","Perks,",83,89,ORG,
"LifeWorks unifies employee engagement with unrivalled EAP &amp; Wellness programs, Perks, Social Communication &amp; Recognition.",Social Communication &,90,112,ORG,
"LifeWorks unifies employee engagement with unrivalled EAP &amp; Wellness programs, Perks, Social Communication &amp; Recognition.",Recognition,117,128,ORG,
"Insight is a one-stop cosmetic brand for all your needs, providing a wide range of beauty products for most skin types and skin tones.",one,13,16,CARDINAL,
OpenFive is a solution-centric silicon company that is uniquely positioned to design processor agnostic SoC architectures.,OpenFive,0,8,ORG,
Zaloni is a data acceleration company.,Zaloni,0,6,PERSON,
"Uplogix provides network monitoring and management solutions that improve control, connectivity and security.",Uplogix,0,7,ORG,
SALT enables individual investors and businesses with cryptoassets to generate and preserve long-term wealth.,SALT,0,4,ORG,
"Planigrupo is a development, design, construction, marketing, and administration of shopping centers nationwide.",Planigrupo,0,10,ORG,
"Boundary Waters Bank is a part of the banking industry and offers personal banking, lending, savings and cash management to customers.",Boundary Waters Bank,0,20,ORG,
Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,Svami,0,5,PERSON,
Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,three,23,28,CARDINAL,
SkuVault is a cloud-based inventory and warehouse management system that helps eCommerce retailers unlock the potential of their inventory.,SkuVault,0,8,ORG,
VLCM - Managed Print Services offers printing services.,VLCM - Managed Print Services,0,29,ORG,
Bergstrom Nutrition the Minerals &amp; Nutrients business area and part of Balchem's Human Nutrition and Health business segment.,Bergstrom Nutrition the Minerals &,0,34,ORG,
Bergstrom Nutrition the Minerals &amp; Nutrients business area and part of Balchem's Human Nutrition and Health business segment.,Nutrients,39,48,ORG,
Bergstrom Nutrition the Minerals &amp; Nutrients business area and part of Balchem's Human Nutrition and Health business segment.,Balchem's Human Nutrition and Health,75,111,ORG,
"Luina Bio is a contract development and manufacturing organization serving the pharmaceutical, biotechnology, and veterinary industries.",Luina Bio,0,9,PERSON,
VOLT Systems offers solutions for retailers to manage third-party labor efficiently.,VOLT Systems,0,12,ORG,
VOLT Systems offers solutions for retailers to manage third-party labor efficiently.,third,54,59,ORDINAL,
"Digital-Dogma is a digital manufacturer of pressure sensitive labels, shrink sleeves, and flexible packaging for the food and beverage.",Digital-Dogma,0,13,ORG,
"Fishbowl Australia is a tool that manages inventory levels, sales, purchasing, and manufacturing processes in Australia.",Fishbowl Australia,0,18,ORG,
"Fishbowl Australia is a tool that manages inventory levels, sales, purchasing, and manufacturing processes in Australia.",Australia,110,119,GPE,
Namshi is an online&nbsp;e-commerce site&nbsp;offering footwear and apparel fashion brands.,Namshi,0,6,ORG,
Netshares Financial Services is a Financial Industry Regulatory Authority (FINRA) member company that offers investment banking.,Netshares Financial Services,0,28,ORG,
Netshares Financial Services is a Financial Industry Regulatory Authority (FINRA) member company that offers investment banking.,a Financial Industry Regulatory Authority,32,73,ORG,
Netshares Financial Services is a Financial Industry Regulatory Authority (FINRA) member company that offers investment banking.,FINRA,75,80,ORG,
Achrom is a private Belgian company that distributes Chromatography columns for GC and LC.,Achrom,0,6,ORG,
Achrom is a private Belgian company that distributes Chromatography columns for GC and LC.,Belgian,20,27,NORP,
Achrom is a private Belgian company that distributes Chromatography columns for GC and LC.,GC,80,82,GPE,
Achrom is a private Belgian company that distributes Chromatography columns for GC and LC.,LC,87,89,GPE,
Avalara is a cloud-based platform that provides tax compliance software and automated solutions.,Avalara,0,7,PERSON,
enguru offers an application that enables its users to learn English through interactive games and conversations.,English,61,68,LANGUAGE,
PICS ITech provides managed IT Services for Growing Businesses.,PICS ITech,0,10,ORG,
Benvic Europe is a producers within the PVC compounds industry.,Benvic Europe,0,13,LOC,
GTR provides technology to the conference and tradeshow industry that is designed to improve and simplify each event.,GTR,0,3,ORG,
"Buettner Brothers Lumber Company provides quality building materials, lumber and custom millwork.",Buettner Brothers Lumber Company,0,32,ORG,
GI Alliance provides comprehensive gastrointestinal care services.,GI Alliance,0,11,ORG,
"Digital twin SaaS solution designed for managing raw material sourcing in complex, highly distributed manufacturing environments.",Digital,0,7,ORG,
The business newspaper of GrandRapids &amp; West Michigan since 1983.,GrandRapids &,26,39,ORG,
The business newspaper of GrandRapids &amp; West Michigan since 1983.,West Michigan,44,57,GPE,
The business newspaper of GrandRapids &amp; West Michigan since 1983.,1983,64,68,DATE,
Vimeography is a free WordPress plugin that allows you to create your own Netflix-style websites,WordPress,22,31,ORG,
"Centric Financial is a loaned community bank that offers a variety of core financial services to businesses, professionals, and individuals.",Centric Financial,0,17,ORG,
Identi-Graphics is a manufacturer and printer of pressure-sensitive labels and flexible packaging products.,Identi-Graphics,0,15,ORG,
Thorpe Specialty Services Corporation provides industrial plant services.,Thorpe Specialty Services Corporation,0,37,ORG,
"Agfa - Offset Solutions is a global supplier to the offset printing industry, offering commercial, newspaper, and packaging printers.",Agfa - Offset Solutions,0,23,PERSON,
"FreedomFi build cost efficient PrivateLTE networks using commodity hardware, open source software and CBRS shared spectrum.",PrivateLTE,31,41,ORG,
"FreedomFi build cost efficient PrivateLTE networks using commodity hardware, open source software and CBRS shared spectrum.",CBRS,102,106,ORG,
RENA-China Solar Business develops and manufactures solar wet-chemical equipment exclusively for Chinese customers.,RENA-China Solar Business,0,25,ORG,
RENA-China Solar Business develops and manufactures solar wet-chemical equipment exclusively for Chinese customers.,Chinese,97,104,NORP,
exmox is a private performance marketing network dedicated to gaming.,exmox,0,5,ORG,
"Hoop Group is a basketball company fulfilling the dreams of players, coaches and parents by giving instruction, competition and exposure.",Hoop Group,0,10,ORG,
One Medical is a members-only technology platform offering an array of concierge medical services.,One,0,3,CARDINAL,
Heretik is a Chicago-based software company using machine learning to make the contract review process easier and smarter.,Chicago,13,20,GPE,
Husys is an HR function outsourcing firm that builds and manages HR departments for SMEs.,Husys,0,5,ORG,
"RK-TEC is a specialised Engineering Office in Automation, Electricity, Digitalization, and Security.",RK-TEC,0,6,ORG,
Alpha Bank Albania is a provider of banking services.,Alpha Bank,0,10,ORG,
"Brad Burns Insurance is an insurance agency which offers plans for commercial, personal, health and life insurance.",Brad Burns Insurance,0,20,PERSON,
Noble Money is on a mission to make sound money accessible to every human.,Noble Money,0,11,WORK_OF_ART,
AI-Driven Software for Planning and Imposition,Imposition,36,46,ORG,
Berry Telecom is a telecommunications internet company located in Wiltshire.,Berry Telecom,0,13,PERSON,
Berry Telecom is a telecommunications internet company located in Wiltshire.,Wiltshire,66,75,ORG,
Cavendish Communications is an independent telecoms provider to businesses in the UK.,Cavendish Communications,0,24,ORG,
Cavendish Communications is an independent telecoms provider to businesses in the UK.,UK,82,84,GPE,
"The Compass School is committed to hiring, training, and supporting talented and educated early childhood professionals.",The Compass School,0,18,ORG,
Med Imaging Healthcare is a medical equipment manufacturing company.,Med Imaging Healthcare,0,22,ORG,
Pareto provides financial planning and wealth management services for its high-net-worth clients.,Pareto,0,6,NORP,
"CSI is recognized as an industry leader, offering service &amp; software solutions to financial institutions &amp; corporate entities nationwide.",CSI,0,3,ORG,
SWAT Systems providing Information Technology services specialize in Seattle IT services.,SWAT Systems,0,12,ORG,
SWAT Systems providing Information Technology services specialize in Seattle IT services.,Information Technology,23,45,ORG,
SWAT Systems providing Information Technology services specialize in Seattle IT services.,Seattle,69,76,GPE,
vCOACH helps in building a consumer mobile app for getting access to personal skill improvement.,vCOACH,0,6,EVENT,
Akaysha Energy offers full-cycle development for projects including Battery Energy Storage Systems (BESS) and renewable energy.,Akaysha Energy,0,14,ORG,
Akaysha Energy offers full-cycle development for projects including Battery Energy Storage Systems (BESS) and renewable energy.,Battery Energy Storage Systems,68,98,ORG,
The LongShot Report is an online subscription-based company that gives weekly advice on sports picks for fantasy and sports betting.,weekly,71,77,DATE,
SanoPass is a medical service providers to sell preventive medical packages to firms,SanoPass,0,8,ORG,
Tassal is a producer of Tasmanian grown Atlantic salmon.,Tassal,0,6,PERSON,
Tassal is a producer of Tasmanian grown Atlantic salmon.,Tasmanian,24,33,NORP,
Tassal is a producer of Tasmanian grown Atlantic salmon.,Atlantic,40,48,LOC,
Midisi is a marketing software development business.,Midisi,0,6,PERSON,
Assetmax develops and maintains an integrated wealth management software.,Assetmax,0,8,PRODUCT,
"Innovative Data Systems helps pallet-track suite by offering turnkey solutions for ERP, Plant Floor data collecting, Inventory correction.",Innovative Data Systems,0,23,ORG,
"Innovative Data Systems helps pallet-track suite by offering turnkey solutions for ERP, Plant Floor data collecting, Inventory correction.",ERP,83,86,ORG,
"Innovative Data Systems helps pallet-track suite by offering turnkey solutions for ERP, Plant Floor data collecting, Inventory correction.",Plant Floor,88,99,ORG,
"Noble Trucking serves as a one-stop shop for all trucking requirements. It specializes in flat beds, and over length materials.",one,27,30,CARDINAL,
Carlotz is a physical marketplace that allows used car buyers and sellers to transact with one another anonymously.,Carlotz,0,7,ORG,
BBQ Holdings is a multi-brand restaurant company,BBQ Holdings,0,12,ORG,
"Management Partners provides executive coaching, recruitment, process improvement, and strategic planning services to the government.",Management Partners,0,19,ORG,
"Effective Spend specializes in PPC marketing, social media advertising, SEO and digital public relations.",PPC,31,34,ORG,
AFIMAC Global is a leader in the provision of comprehensive corporate security and contingency planning services.,AFIMAC Global,0,13,ORG,
"LBB engaged in search and discover highly recommended places, products, local experiences &amp; much more.",LBB,0,3,ORG,
Jordan Financial Strategies provides Financial Advisory Services.,Jordan Financial Strategies,0,27,PERSON,
Jordan Financial Strategies provides Financial Advisory Services.,Financial Advisory Services,37,64,ORG,
Intermas Group-Gardening and DIY division provides gardening services.,Intermas Group-Gardening,0,24,ORG,
Intermas Group-Gardening and DIY division provides gardening services.,DIY,29,32,ORG,
RPS Group Plc is a multinational energy resources and environmental consultancy company.,RPS Group Plc,0,13,ORG,
"Zington provides consulting services in three main areas for a digital environment with resources: industry, technology and experience.",Zington,0,7,GPE,
"Zington provides consulting services in three main areas for a digital environment with resources: industry, technology and experience.",three,40,45,CARDINAL,
ZenQ provides independent Testing Services to Software Product companies worldwide.,Testing Services,26,42,ORG,
