Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
OpenAI is an AI research and deployment company that aims to ensure that artificial general intelligence benefits all of humanity.,AI,13,15,GPE,
OneSignal is a customer messaging and engagement platform that allows businesses to create meaningful customer connections.,OneSignal,0,9,ORG,
Zipmex is a digital asset exchange that provides digital access to wealth generating assets for the mass market.,Zipmex,0,6,ORG,
EarlySalary.com is a new FinTech start-up in Pune. We are here to help you from being broke.,FinTech,25,32,ORG,
EarlySalary.com is a new FinTech start-up in Pune. We are here to help you from being broke.,Pune,45,49,ORG,
Boopos operates a tech-enabled lending platform for acquiring small businesses.,Boopos,0,6,PERSON,
Yuga Labs is a blockchain technology company that develops NFTs and digital collectibles.,Yuga Labs,0,9,PERSON,
Atom Power integrates hardware and software into end-to-end power distribution products.,Atom Power,0,10,ORG,
Molten Ventures is a listed tech venture capital firm.,Molten Ventures,0,15,PERSON,
"Bank of America offers banking, investing, and other financial and risk management services to individuals, SMBs, and large corporations.",Bank of America,0,15,ORG,
"Bank of America offers banking, investing, and other financial and risk management services to individuals, SMBs, and large corporations.",SMBs,108,112,ORG,
Nokia is a Finnish multinational communications corporation engaged in the manufacturing of mobile devices and network infrastructure.,Nokia,0,5,ORG,
Nokia is a Finnish multinational communications corporation engaged in the manufacturing of mobile devices and network infrastructure.,Finnish,11,18,NORP,
"Twilio is a cloud communication company that enables users to use standard web languages to build voice, VoIP, and SMS apps via a web API.",VoIP,105,109,ORG,
"Twilio is a cloud communication company that enables users to use standard web languages to build voice, VoIP, and SMS apps via a web API.",API,134,137,ORG,
Reliance Jio is a telecommunications company that offers high-speed mobile internet access.,Reliance Jio,0,12,PERSON,
Mensa Brands is an investment firm that partners with entrepreneurs to build digital brands and scale them.,Mensa Brands,0,12,ORG,
HelloFresh is a food subscription company that sends pre-portioned ingredients to users’ doorstep each week.,HelloFresh,0,10,ORG,
HelloFresh is a food subscription company that sends pre-portioned ingredients to users’ doorstep each week.,each week,98,107,DATE,
Tesla Motors specializes in developing a full range of electric vehicles.,Tesla Motors,0,12,ORG,
Exponent Energy focuses on developing fast charging technology for electric vehicles.,Exponent Energy,0,15,ORG,
"Privacy, simplified. One super charged app, multiple types of privacy protection.",Privacy,0,7,ORG,
"Privacy, simplified. One super charged app, multiple types of privacy protection.",One,21,24,CARDINAL,
Riot Games is a global company that develops online games.,Riot Games,0,10,PERSON,
Graas is a provider of e-commerce solutions.,Graas,0,5,ORG,
KuCoin is a global cryptocurrency exchange offering digital assets and providing crypto services to its users.,KuCoin,0,6,ORG,
Sunrun provides residential solar electricity and solar power services for homeowners.,Sunrun,0,6,ORG,
NIO is an automotive company that designs and develops electric autonomous vehicles.,NIO,0,3,ORG,
"SunPower Corporation delivers high-performance solar electric systems worldwide for residential, commercial and utility-scale customers.",SunPower Corporation,0,20,ORG,
"SunPower Corporation delivers high-performance solar electric systems worldwide for residential, commercial and utility-scale customers.",solar electric systems,47,69,ORG,
"Lenovo Group is a computer technology company that manufactures personal computers, smartphones, televisions, and wearable devices.",Lenovo Group,0,12,ORG,
Warburg Pincus is a private equity firm focused on growth investing.,Warburg Pincus,0,14,ORG,
Twitter is a social networking platform that allows its users to send and read micro-blogs of up to 280-characters known as tweets.,Twitter,0,7,PRODUCT,
Twitter is a social networking platform that allows its users to send and read micro-blogs of up to 280-characters known as tweets.,280,100,103,CARDINAL,
"Reali is a real estate and fintech company that is creating a one-stop-shop to make homeownership simple, affordable and stress-free.",Reali,0,5,PERSON,
"Reali is a real estate and fintech company that is creating a one-stop-shop to make homeownership simple, affordable and stress-free.",one,62,65,CARDINAL,
ArsenalBio is a programmable cell therapy company that offers advanced CAR T-cell therapies for solid tumors.,ArsenalBio,0,10,ORG,
ArsenalBio is a programmable cell therapy company that offers advanced CAR T-cell therapies for solid tumors.,CAR,71,74,ORG,
"Kroger distributes and merchandises food, pharmacy, health and personal care items, seasonal merchandise, and related products and services.",Kroger,0,6,ORG,
GameStop is a video games and entertainment software retailer operating thousands of retail stores.,thousands,72,81,CARDINAL,
Instacart is an online grocery platform that offers same-day delivery and pickup services for retailers and consumers.,Instacart,0,9,ORG,
Instacart is an online grocery platform that offers same-day delivery and pickup services for retailers and consumers.,same-day,52,60,DATE,
ColdQuanta is a global quantum technology company solving the world’s most challenging problems.,ColdQuanta,0,10,ORG,
Solid is a one-stop shop that offers a fully integrated and compliant suite of fintech services.,one,11,14,CARDINAL,
"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.",Rupeek,0,6,PERSON,
Rubicon is a software platform that provides smart waste and recycling solutions for businesses and governments worldwide.,Rubicon,0,7,ORG,
Twelve is a carbon transformation company that eliminates emissions by turning CO2 into essential products.,Twelve,0,6,CARDINAL,
Andela's mission is to connect brilliance with opportunity.,Andela,0,6,GPE,
"Pollen is an invite-only marketplace, using influencer marketing for experiences and events.",Pollen,0,6,PERSON,
R3 is a financial innovation firm dedicated to the design and deployment of DLT to build the new operating system for financial services.,DLT,76,79,ORG,
Xepelin provides financial services for small and medium-sized business.,Xepelin,0,7,GPE,
Forethought provides customer service solutions that transform the customer experience with human-centered AI.,AI,107,109,ORG,
Arize AI offers a platform that explains and troubleshoots production AI.,AI,70,72,ORG,
Polygon is a platform for Ethereum scaling and infrastructure development.,Polygon,0,7,ORG,
Polygon is a platform for Ethereum scaling and infrastructure development.,Ethereum,26,34,ORG,
"Accenture is a professional services company, providing services and solutions in strategy, consulting, digital, technology and operations.",digital,104,111,ORG,
ADT is a security company that provides smart home solutions and business security.,ADT,0,3,ORG,
FiscalNote uses artificial intelligence and big data to deliver predictive analytics on government information to determine its impact.,FiscalNote,0,10,ORG,
Omni is a marketplace that provides access to the things needed by nayone through its rentals platform.,Omni,0,4,ORG,
MoonPay is a financial technology company that builds payments infrastructure for crypto.,MoonPay,0,7,ORG,
"Zuora provides cloud-based software on a subscription basis that helps companies launch, manage, and transform into a subscription business.",Zuora,0,5,PERSON,
Chainlink provides reliable tamper-proof inputs and outputs for complex smart contracts on any blockchain.,Chainlink,0,9,PERSON,
Chewy.com delivers pet happiness by conveniently shipping over 500 brands of pet food and goodies for free.,Chewy.com,0,9,ORG,
Chewy.com delivers pet happiness by conveniently shipping over 500 brands of pet food and goodies for free.,500,63,66,CARDINAL,
Unstoppable Domains launches domains secured by blockchains and builds uncensorable websites.,Domains,12,19,PERSON,
Pipefy is a no-code process orchestration platform to easily automate workflows and manage business processes.,Pipefy,0,6,PERSON,
"Figment supports the adoption, growth and long term success of the Web 3 ecosystem.",3,71,72,CARDINAL,
Hopper is a travel app that uses predictive analytics to make travel recommendations.,Hopper,0,6,ORG,
JUUL is a manufacturer and distributor of electronic nicotine vaporizers.,JUUL,0,4,ORG,
"Varjo makes advanced VR/XR hardware and software for industrial use, paving the way for a true-to-life metaverse.",Varjo,0,5,ORG,
"Varjo makes advanced VR/XR hardware and software for industrial use, paving the way for a true-to-life metaverse.",VR,21,23,ORG,
Avalara is a cloud-based platform that provides tax compliance software and automated solutions.,Avalara,0,7,PERSON,
SAP is a technology company that develops enterprise application software for companies and industries across diverse sectors.,SAP,0,3,ORG,
Skyroot Aerospace is an aerospace manufacturer and launch service provider developing launch vehicles for cost-effective access to space.,Skyroot Aerospace,0,17,ORG,
FullStory develops a digital experience intelligence platform designed to capture customer experience data.,FullStory,0,9,PRODUCT,
"Namely is an all-in-one platform that manages all HR data in one place, with personalized service to help companies get better and faster.",one,61,64,CARDINAL,
"SteelEye develops a holistic compliance platform for record keeping, surveillance, and intelligent insights.",SteelEye,0,8,ORG,
AKASA is an AI-powered automation company for revenue cycle management in healthcare.,AKASA,0,5,ORG,
AKASA is an AI-powered automation company for revenue cycle management in healthcare.,AI,12,14,ORG,
European Bank for Reconstruction and Development is an investing firm.,European Bank for Reconstruction and Development,0,48,ORG,
"Faraday Future is a design and technology company developing global solutions that re-imagine transportation, content, and ownership.",Faraday Future,0,14,ORG,
"The AI-powered decision engine across agriculture, climate, and the economy",AI,4,6,ORG,
Kuku FM is a vernacular podcasting platform that creates and distributes exclusive premium audio content in the form of audiobooks.,Kuku FM,0,7,ORG,
Partners Group is a private equity firm capitalizing on growth trends and transforming businesses and assets into market leaders.,Partners Group,0,14,ORG,
"Pezesha is a digital financial marketplace that connects SMBs to working capital, float financing, and LPO financing.",LPO,103,106,ORG,
"Truework is a one-stop platform that helps banks, lenders, and others verify income and employment.",Truework,0,8,GPE,
"Truework is a one-stop platform that helps banks, lenders, and others verify income and employment.",one,14,17,CARDINAL,
"RentSpree provides software with a universal tenant screening process, renter management, partnership programs, and rental screening API.",RentSpree,0,9,ORG,
"RentSpree provides software with a universal tenant screening process, renter management, partnership programs, and rental screening API.",API,133,136,ORG,
Landa is an app for real estate investing.,Landa,0,5,ORG,
"VoteBash is a visual real-time voting platform with gamification, brand amplification, personalization and rewards.",VoteBash,0,8,ORG,
Aave is an open source non-custodial protocol on Ethereum for decentralized lending and borrowing.,Ethereum,49,57,PERSON,
"Bank of Baroda is a banking company that offers loans, investments, insurance, and other financial services.",Bank of Baroda,0,14,ORG,
ConsenSys builds Ethereum blockchain infrastructure and applications ranging from developer tools to enterprise solutions.,ConsenSys,0,9,ORG,
ConsenSys builds Ethereum blockchain infrastructure and applications ranging from developer tools to enterprise solutions.,Ethereum,17,25,ORG,
OYO is a global travel tech company that connects its patrons and guests.,OYO,0,3,ORG,
"Clara is the leading B2B LatAm business credit card, payment solution, and expense tracking platform.",Clara,0,5,PERSON,
True Food Kitchen is a 42-unit restaurant and lifestyle brand serving foods crafted to nutritional standards.,42,23,25,CARDINAL,
Bambee is a platform offering an affordable solution to small and medium-sized businesses for hiring HR managers.,Bambee,0,6,ORG,
Bike Bazaar is a finance company that specializes in financing pre-owned and new Two-Wheelers.,Bazaar,5,11,PERSON,
Bike Bazaar is a finance company that specializes in financing pre-owned and new Two-Wheelers.,Two,81,84,CARDINAL,
Canadian Imperial Bank of Commerce is a Canadian financial institution that provides its clients with banking services.,Canadian Imperial Bank of Commerce,0,34,ORG,
Canadian Imperial Bank of Commerce is a Canadian financial institution that provides its clients with banking services.,Canadian,40,48,NORP,
Nitra brings all-in-one finance to the traditional industries of America.,one,20,23,CARDINAL,
Nitra brings all-in-one finance to the traditional industries of America.,America,65,72,GPE,
"Nearpod is a provider of edtech platform for K-12 teachers to create interactive slides filled with videos, quizzes, and other activities.",K-12,45,49,PRODUCT,
"Ericsson is a technology company that provides and operates telecommunications networks, television and video systems, and related services.",Ericsson,0,8,PERSON,
Blockdaemon is a blockchain deployment facilitator that manages nodes and payment rails for blockchain networks.,Blockdaemon,0,11,ORG,
TCGplayer is the leading online technology platform for the collectibles industry,TCGplayer,0,9,ORG,
Colony Lab is a community-driven initiative to power the Avalanche Platform growth by investing in early-stage projects.,Avalanche Platform,57,75,PRODUCT,
Apollo Global Management is a global asset management firm that specializes in credit-oriented capital and real estate markets.,Apollo Global Management,0,24,ORG,
Blacksoil Advisory is an independent boutique advisory firm.,Blacksoil Advisory,0,18,ORG,
"Calendly is a modern scheduling platform that helps individuals, teams, and organizations automate meeting by removing the back and forth.",Calendly,0,8,ORG,
Zscaler is a global cloud-based information security company that enabling secure digital transformation for a mobile and cloud first world.,Zscaler,0,7,ORG,
Zscaler is a global cloud-based information security company that enabling secure digital transformation for a mobile and cloud first world.,first,128,133,ORDINAL,
Savana is a software company that provides a digital banking platform.,Savana,0,6,GPE,
"Aisera provides AI-driven service solution that automates operations and support for IT, human resources, sales, and customer service.",Aisera,0,6,ORG,
"Aisera provides AI-driven service solution that automates operations and support for IT, human resources, sales, and customer service.",AI,16,18,ORG,
Exo is a medical device startup which develops handheld ultrasound devices and AI for imaging and therapeutic applications.,AI,79,81,GPE,
Mobile-based operating system to manage construction &amp; architectural projects,Mobile,0,6,GPE,
"Digital Diagnostics is an AI diagnostics company that transforms the quality, accessibility, and affordability of healthcare.",Digital Diagnostics,0,19,ORG,
"Digital Diagnostics is an AI diagnostics company that transforms the quality, accessibility, and affordability of healthcare.",healthcare,114,124,ORG,
Fervo Energy is a developer of proprietary clean energy technology to generate power from enhanced geothermal systems.,Fervo Energy,0,12,ORG,
"HubSpot develops cloud-based, inbound marketing software that allows businesses to transform the way that they market online.",HubSpot,0,7,ORG,
Labcorp specializes in providing physicians with laboratory tests.,Labcorp,0,7,ORG,
"Tabby is a payments and shopping app that creates financial freedom in the way people shop, earn and save.",Tabby,0,5,PERSON,
Xpressbees is an e-commerce logistics company that offers customized express delivery services.,Xpressbees,0,10,ORG,
Yandex is a multinational technology company that provides internet-related services and operates a search engine platform in Russia.,Russia,126,132,GPE,
"Grindr is a location-based social application for gay, bi, trans, queer people and other members of the LGBT community.",Grindr,0,6,GPE,
"Grindr is a location-based social application for gay, bi, trans, queer people and other members of the LGBT community.",LGBT,104,108,ORG,
Pioneering the New Era of Metaverse Collectibles with Augmented Reality NFTs Autographed by Legendary Athletes &amp; Entertainers,Legendary Athletes &,92,112,ORG,
StartEngine is an equity crowdfunding platform that allows everyday people to invest and own shares in startups and early-stage companies.,StartEngine,0,11,ORG,
Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care.,Novo Nordisk,0,12,PERSON,
Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care.,more than 90 years,49,67,DATE,
IP Group is an IP commercialization company specializing in evolving great ideas into world-changing businesses.,IP Group,0,8,ORG,
IP Group is an IP commercialization company specializing in evolving great ideas into world-changing businesses.,IP,15,17,ORG,
"Navi is a Bengaluru-based firm helping build consumer-centric businesses in the BFSI (Banking, Financial Services &amp; Insurance) space.",Navi,0,4,ORG,
"Navi is a Bengaluru-based firm helping build consumer-centric businesses in the BFSI (Banking, Financial Services &amp; Insurance) space.",Bengaluru,10,19,ORG,
"Navi is a Bengaluru-based firm helping build consumer-centric businesses in the BFSI (Banking, Financial Services &amp; Insurance) space.",BFSI,80,84,ORG,
"Navi is a Bengaluru-based firm helping build consumer-centric businesses in the BFSI (Banking, Financial Services &amp; Insurance) space.","Banking, Financial Services &",86,115,ORG,
"Navi is a Bengaluru-based firm helping build consumer-centric businesses in the BFSI (Banking, Financial Services &amp; Insurance) space.",Insurance,120,129,GPE,
"Jupiter is a digital banking app that offers smart insights based on your spending, and provides features to make sense of your finances.",Jupiter,0,7,LOC,
"Xero is a suite of online accounting software for small businesses, accountants, and bookkeepers.",Xero,0,4,PERSON,
"Pinduoduo is an e-commerce platform that allows users to participate in group buying deals, mostly through Tencent’s Wechat app.",Tencent’s,107,116,ORG,
"ClassDojo is a school communication platform that teachers, students, and families use to build close-knit communities.",ClassDojo,0,9,ORG,
Humana creates innovative solutions and resources that help people with their healthcare needs.,Humana,0,6,ORG,
Fi.Money is a neobank that provides a financial app with a zero-balance savings account.,zero,59,63,CARDINAL,
DraftKings provides online daily and weekly fantasy sports contests for cash prizes in major sports.,DraftKings,0,10,ORG,
DraftKings provides online daily and weekly fantasy sports contests for cash prizes in major sports.,daily,27,32,DATE,
DraftKings provides online daily and weekly fantasy sports contests for cash prizes in major sports.,weekly,37,43,DATE,
ZestMoney is a fintech company that uses digital EMI without the need for a credit card or a credit score.,ZestMoney,0,9,ORG,
ZestMoney is a fintech company that uses digital EMI without the need for a credit card or a credit score.,EMI,49,52,ORG,
Orna Therapeutics is a biotechnology company that specializes in fully engineered circular RNA therapeutics to treat various diseases.,Orna Therapeutics,0,17,PERSON,
Carbon Direct combines scientific expertise and financial capital to scale carbon removal and utilization into a major global industry.,Carbon Direct,0,13,PRODUCT,
Nreal is a developer of ready-to-wear mixed reality glasses.,Nreal,0,5,ORG,
Bigspoon is a cloud kitchen startup that has an omnichannel approach to ordering and delivery.,Bigspoon,0,8,GPE,
Zip is an online payments technology provider that offers consumers credit options for online shopping.,Zip,0,3,PERSON,
Jar is an investment tech startup that allows users to save money and invest in digital gold.,Jar,0,3,PERSON,
Morse Micro is a semiconductor startup developing Wi-Fi HaLow / 802.11ah chips for the Internet of Things (IoT) market.,Morse Micro,0,11,ORG,
Morse Micro is a semiconductor startup developing Wi-Fi HaLow / 802.11ah chips for the Internet of Things (IoT) market.,Wi-Fi HaLow,50,61,ORG,
Berkshire Hathaway is a multinational conglomerate holding company.,Berkshire Hathaway,0,18,PERSON,
"GoTo Group offers an application used for ride-hailing, food delivery, and other services.",GoTo Group,0,10,ORG,
UpHonest Capital is an international venture capital firm that specializes in providing investment capital to early-stage startups.,UpHonest Capital,0,16,ORG,
Lumafield is an accessible X-ray CT platform that gives engineers better insights into product development and manufacturing.,Lumafield,0,9,GPE,
"TAC Security is a global leader in vulnerability management that protects Fortune 500 companies, large enterprises &amp; governments globally.",TAC Security,0,12,ORG,
"TAC Security is a global leader in vulnerability management that protects Fortune 500 companies, large enterprises &amp; governments globally.",Fortune 500,74,85,PRODUCT,
"H2 Green Steel is a producer of green steel, which involves the use of less carbon dioxide emissions compared to traditional steelmaking.",Green Steel,3,14,ORG,
"H2 Green Steel is a producer of green steel, which involves the use of less carbon dioxide emissions compared to traditional steelmaking.",green steel,32,43,ORG,
Abridge is a medical conversation AI startup that offers an audio-based system to record and summarize medical conversations.,AI,34,36,GPE,
"FTX Ventures invests in equity and/or tokens, at any check size and stage of blockchain.",FTX Ventures,0,12,ORG,
"Orange is a digital operator that offers mobile and internet services in Europe and Africa, and corporate telecommunication services.",Europe,73,79,LOC,
"Orange is a digital operator that offers mobile and internet services in Europe and Africa, and corporate telecommunication services.",Africa,84,90,LOC,
Argo AI is a global autonomy products and services company headquartered in Pittsburgh.,Pittsburgh,76,86,GPE,
Credit Karma offers a range of tools and personalized recommendations designed to help customers make the most of their money.,Credit Karma,0,12,ORG,
"Integrity Marketing Group provides product design, marketing systems, and profitability for insurance products.",Integrity Marketing Group,0,25,ORG,
"Activision Blizzard is an entertainment company that develops, publishes, and distributes video games for gaming consoles.",Activision Blizzard,0,19,PERSON,
"Tegus is a market intelligence platform for investors that provides thousands of instantly available, peer-led expert call transcripts.",thousands,68,77,CARDINAL,
"Avaya provides business communications and collaboration systems, applications, and services.",Avaya,0,5,PERSON,
Pixxel is a space data company that develops a constellation of hyperspectral earth imaging satellites.,Pixxel,0,6,ORG,
BrightChamps is a learning education service provider company.,BrightChamps,0,12,ORG,
Mavenoid develops an AI-driven product support and troubleshooting platform for hardware companies.,Mavenoid,0,8,ORG,
Gaingels represents the LGBT+ community and allies investing in VC-backed companies with diverse and inclusive leadership teams.,Gaingels,0,8,PERSON,
Gaingels represents the LGBT+ community and allies investing in VC-backed companies with diverse and inclusive leadership teams.,VC,64,66,PERSON,
Boatsetter is a boat rental community connecting boat owners and boat renters.,Boatsetter,0,10,PERSON,
Lendingkart is an online financing company that provides short-term working capital loans to SME borrowers.,SME,93,96,ORG,
"Gravitee is an API management platform that helps organizations to secure, build, monitor, and manage their API lifecyle.",API,15,18,ORG,
"Gravitee is an API management platform that helps organizations to secure, build, monitor, and manage their API lifecyle.",API,108,111,ORG,
"Vroom is an innovative, end-to-end ecommerce platform designed to offer a better way to buy and sell used vehicles.",Vroom,0,5,PERSON,
Huspy is a proptech company that simplifies the home financing process.,Huspy,0,5,ORG,
Protex AI develops an AI-powered proactive health and safety technology that enables an injury-free industrial workplace.,Protex AI,0,9,ORG,
Protex AI develops an AI-powered proactive health and safety technology that enables an injury-free industrial workplace.,AI,22,24,ORG,
"BlockTower is a crypto and blockchain investment firm that uses trading, investing, and portfolio management to this digital asset class.",BlockTower,0,10,ORG,
Plug Power is a provider of clean hydrogen and zero-emission fuel cell solutions.,Plug Power,0,10,ORG,
Plug Power is a provider of clean hydrogen and zero-emission fuel cell solutions.,zero,47,51,CARDINAL,
"AirSlate is a SaaS technology that provides no-code business process automation, e-signature, and document management solutions.",AirSlate,0,8,ORG,
PromisePay provides a modern payment processing platform built for utilities and government agencies.,PromisePay,0,10,ORG,
Aman Resorts is a group of hotels specialized in hospitality and destination management.,Aman Resorts,0,12,ORG,
Grubhub is a online and mobile food ordering and delivery marketplace dedicated to connecting diners with local restaurants.,Grubhub,0,7,ORG,
"Robin develops a workplace platform designed for connecting people with rooms, desks, and each other.",Robin,0,5,PERSON,
"MicroStrategy provides enterprise software for business intelligence, mobile intelligence, and network applications.",MicroStrategy,0,13,ORG,
Meati Foods is a consumer goods company that provides fungi-based meat alternatives to everyone.,Meati Foods,0,11,ORG,
Sync Computing is a cloud infrastructure company that develops of an optimization processing unit.,Sync Computing,0,14,ORG,
"OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.",NFT,14,17,ORG,
"Hercules Capital is a capital market company that lends to technology, life sciences, and sustainable technology companies.",Hercules Capital,0,16,ORG,
Hootsuite is a platform for managing social media programs across multiple social networks.,Hootsuite,0,9,PERSON,
Albedo designs and operates satellites that capture imagery at a higher resolution.,Albedo,0,6,GPE,
Brex is a fintech company that offers credit cards and cash management solutions for their customers to save and spend money.,Brex,0,4,ORG,
We are the leading European startup investment platform for private and institutional investors.,European,19,27,NORP,
AngelList Talent is an online job search portal.,AngelList Talent,0,16,ORG,
