Text,Lemma,PoS,Tag,Dep,Shape,Sentiment
"New York, New York, United States",8,8,8,8,8,8
"London, England, United Kingdom",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Redwood City, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Palo Alto, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Tallinn, Harjumaa, Estonia",5,5,5,5,5,5
"Munich, Bayern, Germany",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Brooklyn, New York, United States",7,7,7,7,7,7
"Minneapolis, Minnesota, United States",6,6,6,6,6,6
"Philadelphia, Pennsylvania, United States",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Westfield, Indiana, United States",6,6,6,6,6,6
"Montreuil-sous-bois, Ile-de-France, France",13,13,13,13,13,13
"San Francisco, California, United States",7,7,7,7,7,7
"Marlborough, Massachusetts, United States",6,6,6,6,6,6
"Dubai, Dubai, United Arab Emirates",7,7,7,7,7,7
"Gurgaon, Haryana, India",5,5,5,5,5,5
"Gurgaon, Haryana, India",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"Basel, Basel-Stadt, Switzerland",7,7,7,7,7,7
"San Mateo, California, United States",7,7,7,7,7,7
"Singapore, Central Region, Singapore",6,6,6,6,6,6
"Pune, Maharashtra, India",5,5,5,5,5,5
"Miami, Florida, United States",6,6,6,6,6,6
"Boston, Massachusetts, United States",6,6,6,6,6,6
"Miami, Florida, United States",6,6,6,6,6,6
"Huntersville, North Carolina, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Boston, Massachusetts, United States",6,6,6,6,6,6
"London, England, United Kingdom",6,6,6,6,6,6
"Charlotte, North Carolina, United States",7,7,7,7,7,7
"Espoo, Southern Finland, Finland",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Bengaluru, Karnataka, India",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"Berlin, Berlin, Germany",5,5,5,5,5,5
"Andheri, Maharashtra, India",5,5,5,5,5,5
"Austin, Texas, United States",6,6,6,6,6,6
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"New York, New York, United States",8,8,8,8,8,8
"Bengaluru, Karnataka, India",5,5,5,5,5,5
"Tel Aviv, Tel Aviv, Israel",7,7,7,7,7,7
"London, England, United Kingdom",6,6,6,6,6,6
"Paoli, Pennsylvania, United States",6,6,6,6,6,6
"Los Angeles, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Ra'anana, HaMerkaz, Israel",5,5,5,5,5,5
"San Mateo, California, United States",7,7,7,7,7,7
"Encinitas, California, United States",6,6,6,6,6,6
"Singapore, Central Region, Singapore",6,6,6,6,6,6
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Mahé, Beau Vallon, Seychelles",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Shanghai, Shanghai, China",5,5,5,5,5,5
"London, England, United Kingdom",6,6,6,6,6,6
"Paris, Ile-de-France, France",9,9,9,9,9,9
"San Jose, California, United States",7,7,7,7,7,7
"Beijing, Beijing, China",5,5,5,5,5,5
"New York, New York, United States",8,8,8,8,8,8
"San Francisco, California, United States",7,7,7,7,7,7
"San Mateo, California, United States",7,7,7,7,7,7
"South San Francisco, California, United States",8,8,8,8,8,8
"San Mateo, California, United States",7,7,7,7,7,7
"Mountain View, California, United States",7,7,7,7,7,7
"Mountain View, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Cincinnati, Ohio, United States",6,6,6,6,6,6
"Grapevine, Texas, United States",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Boulder, Colorado, United States",6,6,6,6,6,6
"Chennai, Tamil Nadu, India",6,6,6,6,6,6
"San Mateo, California, United States",7,7,7,7,7,7
"Bangalore, Karnataka, India",5,5,5,5,5,5
"Berlin, Berlin, Germany",5,5,5,5,5,5
"Ottawa, Ontario, Canada",5,5,5,5,5,5
"Lexington, Kentucky, United States",6,6,6,6,6,6
"Seoul, Seoul-t'ukpyolsi, South Korea",8,8,8,8,8,8
"Berkeley, California, United States",6,6,6,6,6,6
"New York, New York, United States",8,8,8,8,8,8
"London, England, United Kingdom",6,6,6,6,6,6
"New York, New York, United States",8,8,8,8,8,8
"Singapore, Central Region, Singapore",6,6,6,6,6,6
"Jakarta, Jakarta Raya, Indonesia",6,6,6,6,6,6
"Las Condes, Region Metropolitana, Chile",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Berkeley, California, United States",6,6,6,6,6,6
"Bengaluru, Karnataka, India",5,5,5,5,5,5
"Mclean, Virginia, United States",6,6,6,6,6,6
"New City, New York, United States",8,8,8,8,8,8
"Dublin, Dublin, Ireland",5,5,5,5,5,5
"Boca Raton, Florida, United States",7,7,7,7,7,7
"Washington, District of Columbia, United States",8,8,8,8,8,8
"Amsterdam, Noord-Holland, The Netherlands",8,8,8,8,8,8
"Nanjing, Jiangsu, China",5,5,5,5,5,5
"Abu Dhabi, Abu Dhabi, United Arab Emirates",9,9,9,9,9,9
"San Francisco, California, United States",7,7,7,7,7,7
"Singapore, Central Region, Singapore",6,6,6,6,6,6
"Miami, Florida, United States",6,6,6,6,6,6
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Gurgaon, Haryana, India",5,5,5,5,5,5
"San Mateo, California, United States",7,7,7,7,7,7
"Seattle, Washington, United States",6,6,6,6,6,6
"Grand Cayman, Midland, Cayman Islands",7,7,7,7,7,7
"Dania, Florida, United States",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Gurgaon, Haryana, India",5,5,5,5,5,5
"Beijing, Beijing, China",5,5,5,5,5,5
"Toronto, Ontario, Canada",5,5,5,5,5,5
"New York, New York, United States",8,8,8,8,8,8
"Montréal, Quebec, Canada",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"Helsinki, Southern Finland, Finland",6,6,6,6,6,6
"Seattle, Washington, United States",6,6,6,6,6,6
"Walldorf, Baden-Wurttemberg, Germany",7,7,7,7,7,7
"Hyderabad, Andhra Pradesh, India",6,6,6,6,6,6
"Atlanta, Georgia, United States",6,6,6,6,6,6
"New York, New York, United States",8,8,8,8,8,8
"London, England, United Kingdom",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"London, England, United Kingdom",6,6,6,6,6,6
"Gardena, California, United States",6,6,6,6,6,6
"Newbury, West Berkshire, United Kingdom",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"London, England, United Kingdom",6,6,6,6,6,6
"New York, New York, United States",8,8,8,8,8,8
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Palo Alto, California, United States",7,7,7,7,7,7
"Baar, Zug, Switzerland",5,5,5,5,5,5
"Nairobi, Nairobi Area, Kenya",6,6,6,6,6,6
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"Los Angeles, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"South San Francisco, California, United States",8,8,8,8,8,8
"Miami, Florida, United States",6,6,6,6,6,6
"Los Gatos, California, United States",7,7,7,7,7,7
"London, England, United Kingdom",6,6,6,6,6,6
"Brooklyn, New York, United States",7,7,7,7,7,7
"Shenzhen, Guangdong, China",5,5,5,5,5,5
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Brooklyn, New York, United States",7,7,7,7,7,7
"Lehi, Utah, United States",6,6,6,6,6,6
"Gurgaon, Haryana, India",5,5,5,5,5,5
"Cuauhtémoc, Distrito Federal, Mexico",6,6,6,6,6,6
"Phoenix, Arizona, United States",6,6,6,6,6,6
"Gurgaon, Haryana, India",5,5,5,5,5,5
"Los Angeles, California, United States",7,7,7,7,7,7
"San Mateo, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Pune, Maharashtra, India",5,5,5,5,5,5
"New York, New York, United States",8,8,8,8,8,8
"Toronto, Ontario, Canada",5,5,5,5,5,5
"New York, New York, United States",8,8,8,8,8,8
"Kent, Washington, United States",6,6,6,6,6,6
"Dania, Florida, United States",6,6,6,6,6,6
"Stockholm, Stockholms Lan, Sweden",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Bangalore, Karnataka, India",5,5,5,5,5,5
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Los Angeles, California, United States",7,7,7,7,7,7
"Syracuse, New York, United States",7,7,7,7,7,7
"Mahé, Beau Vallon, Seychelles",6,6,6,6,6,6
"New York, New York, United States",8,8,8,8,8,8
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Atlanta, Georgia, United States",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"San Jose, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Cambridge, Massachusetts, United States",6,6,6,6,6,6
"Malvern, Pennsylvania, United States",6,6,6,6,6,6
"Richardson, Texas, United States",6,6,6,6,6,6
"Palo Alto, California, United States",7,7,7,7,7,7
"Redwood City, California, United States",7,7,7,7,7,7
"Milpitas, California, United States",6,6,6,6,6,6
"Bengaluru, Karnataka, India",5,5,5,5,5,5
"Coralville, Iowa, United States",6,6,6,6,6,6
"Berkeley, California, United States",6,6,6,6,6,6
"Leverkusen, Nordrhein-Westfalen, Germany",7,7,7,7,7,7
"Cambridge, Massachusetts, United States",6,6,6,6,6,6
"Chicago, Illinois, United States",6,6,6,6,6,6
"Burlington, North Carolina, United States",7,7,7,7,7,7
"Dubai, Dubai, United Arab Emirates",7,7,7,7,7,7
"Pune, Maharashtra, India",5,5,5,5,5,5
"London, England, United Kingdom",6,6,6,6,6,6
"Moscow, Moscow City, Russian Federation",7,7,7,7,7,7
"West Hollywood, California, United States",7,7,7,7,7,7
"Miami Beach, Florida, United States",7,7,7,7,7,7
"Los Angeles, California, United States",7,7,7,7,7,7
"Bagsværd, Hovedstaden, Denmark",5,5,5,5,5,5
"London, England, United Kingdom",6,6,6,6,6,6
"Bengaluru, Karnataka, India",5,5,5,5,5,5
"New York, New York, United States",8,8,8,8,8,8
"Washington, District of Columbia, United States",8,8,8,8,8,8
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Wellington, Wellington, New Zealand",6,6,6,6,6,6
"Needham, Massachusetts, United States",6,6,6,6,6,6
"London, England, United Kingdom",6,6,6,6,6,6
"Shanghai, Shanghai, China",5,5,5,5,5,5
"New York, New York, United States",8,8,8,8,8,8
"San Francisco, California, United States",7,7,7,7,7,7
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Louisville, Kentucky, United States",6,6,6,6,6,6
"Bangalore, Karnataka, India",5,5,5,5,5,5
"Boston, Massachusetts, United States",6,6,6,6,6,6
"New York, New York, United States",8,8,8,8,8,8
"Bangalore, Karnataka, India",5,5,5,5,5,5
"Zürich, Zurich, Switzerland",5,5,5,5,5,5
"Cambridge, Massachusetts, United States",6,6,6,6,6,6
"Houston, Texas, United States",6,6,6,6,6,6
"New York, New York, United States",8,8,8,8,8,8
"San Francisco, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Beijing, Beijing, China",5,5,5,5,5,5
"Ahmedabad, Gujarat, India",5,5,5,5,5,5
"Tel Aviv, Tel Aviv, Israel",7,7,7,7,7,7
"Oakland, California, United States",6,6,6,6,6,6
"Sydney, New South Wales, Australia",7,7,7,7,7,7
"Redwood City, California, United States",7,7,7,7,7,7
"Bangalore, Karnataka, India",5,5,5,5,5,5
"Surry Hills, New South Wales, Australia",8,8,8,8,8,8
"Omaha, Nebraska, United States",6,6,6,6,6,6
"Jakarta, Jakarta Raya, Indonesia",6,6,6,6,6,6
"Campbell, California, United States",6,6,6,6,6,6
"Foster City, California, United States",7,7,7,7,7,7
"Cambridge, Massachusetts, United States",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Seattle, Washington, United States",6,6,6,6,6,6
"Stockholm, Stockholms Lan, Sweden",6,6,6,6,6,6
"Pittsburgh, Pennsylvania, United States",6,6,6,6,6,6
"Bangalore, Karnataka, India",5,5,5,5,5,5
"Kolkata, West Bengal, India",6,6,6,6,6,6
"San Jose, California, United States",7,7,7,7,7,7
"Cambridge, Massachusetts, United States",6,6,6,6,6,6
"Paris, Ile-de-France, France",9,9,9,9,9,9
"Pittsburgh, Pennsylvania, United States",6,6,6,6,6,6
"Tokyo, Tokyo, Japan",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"Dallas, Texas, United States",6,6,6,6,6,6
"Santa Monica, California, United States",7,7,7,7,7,7
"Chicago, Illinois, United States",6,6,6,6,6,6
"Durham, North Carolina, United States",7,7,7,7,7,7
"Bengaluru, Karnataka, India",5,5,5,5,5,5
"Göteborg, Vastra Gotaland, Sweden",6,6,6,6,6,6
"Palo Alto, California, United States",7,7,7,7,7,7
"Stockholm, Stockholms Lan, Sweden",6,6,6,6,6,6
"Bangalore, Karnataka, India",5,5,5,5,5,5
"Burlington, Vermont, United States",6,6,6,6,6,6
"Fort Lauderdale, Florida, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Ahmedabad, Gujarat, India",5,5,5,5,5,5
"Lille, Nord-Pas-de-Calais, France",11,11,11,11,11,11
"San Francisco, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Dubai, Dubai, United Arab Emirates",7,7,7,7,7,7
"Bela Vista, Sao Paulo, Brazil",7,7,7,7,7,7
"Singapore, Central Region, Singapore",6,6,6,6,6,6
"Bentonville, Arkansas, United States",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Bangalore, Karnataka, India",5,5,5,5,5,5
"New York, New York, United States",8,8,8,8,8,8
"London, England, United Kingdom",6,6,6,6,6,6
"Raleigh, North Carolina, United States",7,7,7,7,7,7
"Mojave, California, United States",6,6,6,6,6,6
"Walnut, California, United States",6,6,6,6,6,6
"Latham, New York, United States",7,7,7,7,7,7
"Berlin, Berlin, Germany",5,5,5,5,5,5
"Brookline, Massachusetts, United States",6,6,6,6,6,6
"Berlin, Berlin, Germany",5,5,5,5,5,5
"Oakland, California, United States",6,6,6,6,6,6
"Baar, Zug, Switzerland",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"Madison, Wisconsin, United States",6,6,6,6,6,6
"Tel Aviv, Tel Aviv, Israel",7,7,7,7,7,7
"Boston, Massachusetts, United States",6,6,6,6,6,6
"Oxford, Oxfordshire, United Kingdom",6,6,6,6,6,6
"Reno, Nevada, United States",6,6,6,6,6,6
"Vienna, Virginia, United States",6,6,6,6,6,6
"Shanghai, Shanghai, China",5,5,5,5,5,5
"Guadalajara, Jalisco, Mexico",5,5,5,5,5,5
"Paris, Ile-de-France, France",9,9,9,9,9,9
"Boulder, Colorado, United States",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Cambridge, Massachusetts, United States",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Palo Alto, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Vancouver, British Columbia, Canada",6,6,6,6,6,6
"Austin, Texas, United States",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"San Mateo, California, United States",7,7,7,7,7,7
"Pacific Palisades, California, United States",7,7,7,7,7,7
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"San Diego, California, United States",7,7,7,7,7,7
"Abingdon, Oxfordshire, United Kingdom",6,6,6,6,6,6
"Zug, Zug, Switzerland",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Chicago, Illinois, United States",6,6,6,6,6,6
"New Orleans, Louisiana, United States",7,7,7,7,7,7
"London, England, United Kingdom",6,6,6,6,6,6
"Singapore, Central Region, Singapore",6,6,6,6,6,6
"Boston, Massachusetts, United States",6,6,6,6,6,6
"Bangalore, Karnataka, India",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Mountain View, California, United States",7,7,7,7,7,7
"Union, New Jersey, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Ahmedabad, Gujarat, India",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"Menlo Park, California, United States",7,7,7,7,7,7
"Berlin, Berlin, Germany",5,5,5,5,5,5
"Portland, Oregon, United States",6,6,6,6,6,6
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Amman, Amman, Jordan",5,5,5,5,5,5
"Cambridge, Massachusetts, United States",6,6,6,6,6,6
"Seattle, Washington, United States",6,6,6,6,6,6
"Santa Clara, California, United States",7,7,7,7,7,7
"Venice, California, United States",6,6,6,6,6,6
"Tokyo, Tokyo, Japan",5,5,5,5,5,5
"Tallinn, Harjumaa, Estonia",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"Westborough, Massachusetts, United States",6,6,6,6,6,6
"New York, New York, United States",8,8,8,8,8,8
"Los Angeles, California, United States",7,7,7,7,7,7
"Lincoln, Nebraska, United States",6,6,6,6,6,6
"Sydney, New South Wales, Australia",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Eugene, Oregon, United States",6,6,6,6,6,6
"London, England, United Kingdom",6,6,6,6,6,6
"San Jose, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Tel Aviv, Tel Aviv, Israel",7,7,7,7,7,7
"Gurgaon, Haryana, India",5,5,5,5,5,5
"Seattle, Washington, United States",6,6,6,6,6,6
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"Bengaluru, Karnataka, India",5,5,5,5,5,5
"Melbourne, Victoria, Australia",5,5,5,5,5,5
"Bengaluru, Karnataka, India",5,5,5,5,5,5
"New York, New York, United States",8,8,8,8,8,8
"Bangalore, Karnataka, India",5,5,5,5,5,5
"Greenwood Village, Colorado, United States",7,7,7,7,7,7
"Lehi, Utah, United States",6,6,6,6,6,6
"Washington, District of Columbia, United States",8,8,8,8,8,8
"Louisville, Colorado, United States",6,6,6,6,6,6
"Munich, Bayern, Germany",5,5,5,5,5,5
"Osterreicher, Steiermark, Austria",5,5,5,5,5,5
"Cambridge, Massachusetts, United States",6,6,6,6,6,6
"Atlanta, Georgia, United States",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Toronto, Ontario, Canada",5,5,5,5,5,5
"Netanya, HaMerkaz, Israel",5,5,5,5,5,5
"Mountain View, California, United States",7,7,7,7,7,7
"Boston, Massachusetts, United States",6,6,6,6,6,6
"Seoul, Seoul-t'ukpyolsi, South Korea",8,8,8,8,8,8
"Toronto, Ontario, Canada",5,5,5,5,5,5
"Billerica, Massachusetts, United States",6,6,6,6,6,6
"Oakland, California, United States",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Vancouver, British Columbia, Canada",6,6,6,6,6,6
"Gîza, Al Jizah, Egypt",6,6,6,6,6,6
"Saint Louis, Missouri, United States",7,7,7,7,7,7
"Atlanta, Georgia, United States",6,6,6,6,6,6
"London, England, United Kingdom",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Dover, Delaware, United States",6,6,6,6,6,6
"London, England, United Kingdom",6,6,6,6,6,6
"San Leandro, California, United States",7,7,7,7,7,7
"Cincinnati, Ohio, United States",6,6,6,6,6,6
"Beijing, Beijing, China",5,5,5,5,5,5
"Gurgaon, Haryana, India",5,5,5,5,5,5
"Watertown, Massachusetts, United States",6,6,6,6,6,6
"New York, New York, United States",8,8,8,8,8,8
"Los Angeles, California, United States",7,7,7,7,7,7
"Santa Barbara, California, United States",7,7,7,7,7,7
"Chicago, Illinois, United States",6,6,6,6,6,6
"Menlo Park, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Culver City, California, United States",7,7,7,7,7,7
"Paris, Ile-de-France, France",9,9,9,9,9,9
"Berkeley, California, United States",6,6,6,6,6,6
"Gurgaon, Haryana, India",5,5,5,5,5,5
"Saratoga, California, United States",6,6,6,6,6,6
"Reading, Reading, United Kingdom",6,6,6,6,6,6
"Singapore, Central Region, Singapore",6,6,6,6,6,6
"New York, New York, United States",8,8,8,8,8,8
"Buenos Aires, Distrito Federal, Argentina",7,7,7,7,7,7
"Sankt Gallen, Sankt Gallen, Switzerland",7,7,7,7,7,7
"Oakland, California, United States",6,6,6,6,6,6
"Bangkok, Krung Thep, Thailand",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"Zürich, Zurich, Switzerland",5,5,5,5,5,5
"New York, New York, United States",8,8,8,8,8,8
"Bengaluru, Karnataka, India",5,5,5,5,5,5
"New York, New York, United States",8,8,8,8,8,8
"Menlo Park, California, United States",7,7,7,7,7,7
"Bengaluru, Karnataka, India",5,5,5,5,5,5
"Arlington, Virginia, United States",6,6,6,6,6,6
"Seattle, Washington, United States",6,6,6,6,6,6
"Los Gatos, California, United States",7,7,7,7,7,7
"Durham, North Carolina, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"New York, New York, United States",8,8,8,8,8,8
"Singapore, Central Region, Singapore",6,6,6,6,6,6
"San Francisco, California, United States",7,7,7,7,7,7
"New Delhi, Delhi, India",6,6,6,6,6,6
"Louisville, Kentucky, United States",6,6,6,6,6,6
"London, England, United Kingdom",6,6,6,6,6,6
"Miami, Florida, United States",6,6,6,6,6,6
"Tel Aviv, Tel Aviv, Israel",7,7,7,7,7,7
"Palo Alto, California, United States",7,7,7,7,7,7
"Sydney, New South Wales, Australia",7,7,7,7,7,7
"Tel Aviv, Tel Aviv, Israel",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Fresno, California, United States",6,6,6,6,6,6
"Paris, Ile-de-France, France",9,9,9,9,9,9
"San Francisco, California, United States",7,7,7,7,7,7
"Seattle, Washington, United States",6,6,6,6,6,6
"Cambridge, Massachusetts, United States",6,6,6,6,6,6
"Denver, Colorado, United States",6,6,6,6,6,6
"Berlin, Berlin, Germany",5,5,5,5,5,5
"San Francisco, California, United States",7,7,7,7,7,7
"Gurgaon, Haryana, India",5,5,5,5,5,5
"Los Angeles, California, United States",7,7,7,7,7,7
"Boston, Massachusetts, United States",6,6,6,6,6,6
"Oakland, California, United States",6,6,6,6,6,6
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Los Gatos, California, United States",7,7,7,7,7,7
"Barcelona, Catalonia, Spain",5,5,5,5,5,5
"Bangalore, Karnataka, India",5,5,5,5,5,5
"Petaluma, California, United States",6,6,6,6,6,6
"Dubai, Dubai, United Arab Emirates",7,7,7,7,7,7
"Santa Clara, California, United States",7,7,7,7,7,7
"Göteborg, Vastra Gotaland, Sweden",6,6,6,6,6,6
"Bengaluru, Karnataka, India",5,5,5,5,5,5
"New Delhi, Delhi, India",6,6,6,6,6,6
"San Mateo, California, United States",7,7,7,7,7,7
"San Francisco, California, United States",7,7,7,7,7,7
"Boston, Massachusetts, United States",6,6,6,6,6,6
"São Paulo, Sao Paulo, Brazil",7,7,7,7,7,7
"Mumbai, Maharashtra, India",5,5,5,5,5,5
"Kansas City, Missouri, United States",7,7,7,7,7,7
"Los Angeles, California, United States",7,7,7,7,7,7
"Singapore, Central Region, Singapore",6,6,6,6,6,6
"Singapore, Central Region, Singapore",6,6,6,6,6,6
"Daly City, California, United States",7,7,7,7,7,7
"Surry Hills, New South Wales, Australia",8,8,8,8,8,8
